,logFC,AveExpr,t,P.Value,adj.P.Val,B
RP3-394A18.1,-0.8904391348493736,1.4743432298189578,-4.170479007992968,3.328107252038558e-05,8.020622928976848e-05,1.1776544721449298
PABPN1,-0.6283591984652128,6.417157675308296,-4.170824235188045,3.323163015412006e-05,8.010962617310546e-05,0.7850206236670907
LINC00845,-1.1601887100684123,-4.954449301147936,-4.171282543820515,3.3166100582199e-05,7.996666928770344e-05,1.4463116941693208
AK5,-1.5444853493301118,-1.202021478340141,-4.172789709738192,3.295146990058814e-05,7.947155615145133e-05,1.3748839107061315
SRRM5,-0.8203874799315742,-0.6434851755463146,-4.173271428195369,3.288314908218585e-05,7.932167914696903e-05,1.3512901333081855
RP11-336K24.12,-1.2300875871675052,-1.4072320736926007,-4.175197034468016,3.2611389498391504e-05,7.867352211978106e-05,1.3924864642266375
VGF,-2.2216110638654945,-3.004504818104001,-4.177483832497543,3.229143102167921e-05,7.794556606482963e-05,1.4430473745966355
LINC01451,-1.2494236303073598,-3.542254887993917,-4.177745722473721,3.225497979122015e-05,7.786489763867911e-05,1.4529303265945277
MT1E,-1.618169129803463,3.9883310553776172,-4.1817886433920135,3.169720879076391e-05,7.657599599032918e-05,0.9194653382489033
MEIOB,-1.676308922229011,-3.7327130424802526,-4.183095010067432,3.151895016979121e-05,7.616684204090586e-05,1.4776444440317285
RP11-1299A16.3,-1.9418742979940806,-2.909537486468077,-4.1831730368449636,3.150833337523912e-05,7.614835099993097e-05,1.4645625055637153
SLC4A8,-0.9052072221418528,0.44856067716809483,-4.1845628165267055,3.131980080006801e-05,7.57140854619867e-05,1.3259712256021592
CTD-2517M22.17,-1.0980043834079938,-3.5450437605910685,-4.185384521287159,3.120883683750163e-05,7.545293763508936e-05,1.4841580186334618
FAM90A25P,-1.1765197971115255,-3.91430092436511,-4.188199198419413,3.083156882595734e-05,7.458295018904233e-05,1.501164386491479
KISS1,-1.6127765783677375,-3.8257456577838624,-4.1888619224086066,3.0743373461711914e-05,7.438361381226067e-05,1.5025854537445582
RP11-44F14.7,-1.0304333868691737,-2.8426856371386533,-4.19013227586484,3.057498561911376e-05,7.399013998451886e-05,1.4917850412566365
RP11-2C24.7,-1.0771823450902738,-3.740826432726533,-4.191620015219514,3.037889893452257e-05,7.353640540389662e-05,1.5126123526105957
MT-ND2,-1.159412627823441,12.78688739178814,-4.191776347879136,3.0358363658117853e-05,7.349362369982476e-05,1.007620843330102
RP11-45A17.2,-0.8229073230672095,-2.355463069131686,-4.192225067751022,3.0299494854385438e-05,7.337185803744874e-05,1.4902671123035534
GOLGA6L3,-1.4751274474206884,-3.251472092256808,-4.192878943764749,3.0213905559745263e-05,7.317149801894743e-05,1.5101525384241583
MT-CO2,-1.1832819171276903,12.75230617752594,-4.195712428674083,2.984566810639179e-05,7.2313801318534e-05,1.0227374715541773
