transcriptclusterid,NM,SYMBOL,logFC,AveExpr,t,P.Value,adj.P.Val,B
8104079,NM_005245,FAT1,-1.220932631,8.65695659,-7.771843569,2.67099E-10,3.4918E-09,13.02761995
8037079,NM_001256213,ATP1A3,-1.221439297,6.528328303,-5.036652316,5.88994E-06,3.05831E-05,3.140559185
8057959,NM_024989,PGAP1,-1.221489898,8.077818683,-6.099176916,1.27849E-07,9.32525E-07,6.907076572
7941587,NM_182553,CNIH2,-1.22164856,6.764918601,-7.843313894,2.05363E-10,2.75613E-09,13.28915219
8108453,NM_032289,PSD2,-1.221654197,5.660878664,-9.459364758,5.93308E-13,1.38634E-11,19.11604789
7936463,NM_001003407,ABLIM1,-1.222488572,7.737351933,-9.525674608,4.69117E-13,1.12537E-11,19.35035588
8166355,NM_001168648,CNKSR2,-1.222751666,5.943497106,-8.996355182,3.09663E-12,6.20014E-11,17.46796649
7911038,NM_001278196,ZBTB18,-1.223061656,6.221892513,-14.42978107,5.91244E-20,9.18148E-18,35.19133845
7908204,NM_031935,HMCN1,-1.223880342,6.918005195,-6.810223084,9.30838E-09,8.72337E-08,9.500077647
8001387,NM_001127892,SALL1,-1.224413143,7.205825554,-6.487565918,3.06444E-08,2.55603E-07,8.319534408
8072039,NM_032608,MYO18B,-1.224555356,5.813768925,-7.635276621,4.41644E-10,5.47484E-09,12.52738384
8067185,NM_001719,BMP7,-1.224979004,6.199145232,-5.562862267,9.00594E-07,5.52655E-06,4.982793694
7974425,ENST00000554335,SAMD4A,-1.225061768,6.317490378,-8.292921817,3.95584E-11,6.15216E-10,14.92894808
8151423,NM_020647,JPH1,-1.225508366,5.922570782,-8.398304035,2.69407E-11,4.35669E-10,15.31163122
7964846,NM_201550,LRRC10,-1.226527837,4.880692904,-7.576559682,5.4837E-10,6.67853E-09,12.31213722
8130674,NM_001130690,PDE10A,-1.227305768,6.746138685,-6.964441821,5.26306E-09,5.19704E-08,10.06565187
8049530,NM_001137550,LRRFIP1,-1.228095812,7.527545407,-8.535951399,1.63319E-11,2.77592E-10,15.81035608
8157905,NM_001011703,MVB12B,-1.228411916,7.456539974,-9.491484801,5.29477E-13,1.24858E-11,19.22960128
7924910,NM_001100,ACTA1,-1.230090011,7.031852868,-6.746407604,1.17844E-08,1.08168E-07,9.266241296
8104601,NM_001271606,BASP1,-1.230765538,8.574256197,-8.153669388,6.57962E-11,9.75865E-10,14.42221734
8103494,NM_000909,NPY1R,-1.231869119,5.410211723,-4.922205321,8.80233E-06,4.41501E-05,2.74784978
7982046,NR_003297,SNORD115-5,-1.233359809,3.992479578,-3.476364335,0.001025696,0.003099148,-1.841438485
8149835,NM_006158,NEFL,-1.235653908,7.207349759,-4.448467522,4.4957E-05,0.000192723,1.16044626
7959087,NM_194286,SRRM4,-1.235853017,5.200116626,-6.584881613,2.14E-08,1.84218E-07,8.675081014
7968015,NM_001204458,TNFRSF19,-1.23718326,7.241523983,-7.254516235,1.80077E-09,1.96462E-08,11.13041388
8075820,NM_006078,CACNG2,-1.237559998,4.260718701,-6.731674388,1.24438E-08,1.13581E-07,9.212275188
8138459,NM_152774,TMEM196,-1.238324781,4.746549997,-7.167631949,2.48278E-09,2.62026E-08,10.81144131
7896704,NA,NA,-1.238970671,7.586956357,-5.584655134,8.32439E-07,5.14053E-06,5.060200243
8111443,NM_030945,C1QTNF3,-1.241497926,6.57884088,-5.701470105,5.45393E-07,3.49163E-06,5.476384334
8083034,NM_022131,CLSTN2,-1.241936424,6.602711045,-7.360864424,1.21564E-09,1.37865E-08,11.52080368
7910503,NM_001004342,TRIM67,-1.2426816,5.996951313,-7.466678593,8.22479E-10,9.66E-09,11.90911334
8056545,NM_013233,STK39,-1.242727025,8.798875431,-12.69427444,1.15392E-17,9.30315E-16,29.93904883
8057486,NM_001003683,PDE1A,-1.242815531,5.769966705,-7.18460535,2.33177E-09,2.47738E-08,10.87375444
8054254,NM_001025108,AFF3,-1.242984982,7.121811263,-6.900112829,6.67644E-09,6.45486E-08,9.829665081
7946245,NM_003737,DCHS1,-1.244714004,7.57787531,-9.587959257,3.76407E-13,9.31324E-12,19.57002785
8103399,NM_016205,PDGFC,-1.245622378,7.605360098,-8.025473246,1.05219E-10,1.50042E-09,13.95475916
8090852,NM_001278683,AMOTL2,-1.248152178,6.933047081,-13.74652448,4.50603E-19,5.24606E-17,33.17007426
8024306,NM_005883,APC2,-1.249518872,6.380334869,-9.591574976,3.71631E-13,9.21385E-12,19.58276774
7896759,NR_015368,LINC01128,-1.25017321,6.757918393,-9.968758321,9.88614E-14,2.8063E-12,20.90405816
8022498,NR_029675,MIR133A1,-1.252261149,3.221777692,-7.222806306,2.02469E-09,2.18104E-08,11.01399981
8095834,NM_020859,SHROOM3,-1.253853691,6.077470895,-8.582163911,1.38102E-11,2.39375E-10,15.97749087
7909027,NM_001005388,NFASC,-1.253918085,6.469796035,-7.282114188,1.62616E-09,1.78937E-08,11.23172929
7929373,NM_005097,LGI1,-1.2542751,4.133825818,-4.480232727,4.0374E-05,0.000175043,1.264749941
8078196,NM_144633,KCNH8,-1.254903228,5.836754298,-5.656509279,6.41917E-07,4.06503E-06,5.315953269
8050031,NM_015025,MYT1L,-1.256303274,5.509642445,-7.030030091,4.12957E-09,4.17179E-08,10.30633601
8026063,NM_014975,MAST1,-1.257308149,5.535864941,-7.010313518,4.44191E-09,4.44952E-08,10.2339767
8144712,NM_001099677,KIAA1456,-1.258385956,5.131384297,-9.079856764,2.29508E-12,4.70852E-11,17.76668084
8173755,NM_001171581,ITM2A,-1.258711075,6.539043147,-5.285352021,2.43859E-06,1.37414E-05,4.004350882
8045587,NM_001278579,ACVR2A,-1.259073517,8.211927898,-10.83335239,5.05591E-15,1.94171E-13,23.87122715
7923528,NM_002479,MYOG,-1.259098404,6.08078499,-7.566166774,5.69794E-10,6.91163E-09,12.27402935
8115355,NM_000171,GLRA1,-1.259613625,4.676796277,-7.348903719,1.27056E-09,1.43312E-08,11.47690209
8040113,NM_001135191,ASAP2,-1.259871052,7.444412324,-7.883512998,1.77159E-10,2.4077E-09,13.43616463
7982088,NR_003356,SNORD115-41,-1.261109315,2.572334697,-6.11067062,1.22574E-07,8.97392E-07,6.948691181
8120613,NM_001168407,RIMS1,-1.261875466,5.438597498,-7.422604009,9.67802E-10,1.11853E-08,11.74739105
8161964,NM_001244959,FRMD3,-1.263196451,5.989112798,-11.14884914,1.74772E-15,7.60705E-14,24.93130146
8042811,ENST00000475405,TET3,-1.263793674,6.835517502,-11.11190838,1.97792E-15,8.47603E-14,24.80782653
8045795,NM_001260508,KCNJ3,-1.264810376,5.423293405,-9.385313622,7.71654E-13,1.76711E-11,18.85385845
8152750,NM_194291,TMEM65,-1.266797674,7.412225274,-9.415344684,6.9359E-13,1.60378E-11,18.96025452
8088745,NM_015123,FRMD4B,-1.269056078,8.241219846,-7.522036437,6.70517E-10,8.01658E-09,12.11218783
8055711,NM_001164507,NEB,-1.27004563,5.234686343,-4.49118979,3.89014E-05,0.000169453,1.300805223
8048112,NM_001080500,VWC2L,-1.271756344,4.325811024,-6.72699135,1.2661E-08,1.15405E-07,9.195123442
8103516,ENST00000517192,RN7SKP105,-1.271978203,4.703356737,-8.566113496,1.46383E-11,2.52153E-10,15.91945982
8018652,NM_052916,RNF157,-1.27291162,6.732459984,-7.575526062,5.50464E-10,6.69913E-09,12.30834735
8013860,NM_004740,TIAF1,-1.272953554,7.524059155,-14.39963324,6.45885E-20,9.91061E-18,35.1034083
7973875,ENST00000356141,NPAS3,-1.273706432,5.771246119,-8.703308119,8.9048E-12,1.60793E-10,16.41486522
7997427,ENST00000398040,CMIP,-1.274664164,7.916996259,-6.586117079,2.13026E-08,1.83475E-07,8.6795981
7897737,NM_198545,DRAXIN,-1.275264523,6.87614661,-10.63605929,9.88572E-15,3.53941E-13,23.20203285
8083673,NM_001042706,IQCJ,-1.275265053,4.728042091,-5.031996174,5.98732E-06,3.10288E-05,3.124520095
7983525,ENST00000410411,RN7SKP139,-1.276442725,5.231132824,-6.952777606,5.49504E-09,5.39889E-08,10.02285621
8034783,NM_001008701,LPHN1,-1.277191962,7.858280329,-8.395973225,2.71703E-11,4.38957E-10,15.30317501
7979455,NM_206852,RTN1,-1.277450697,6.654841776,-4.998968716,6.72502E-06,3.44815E-05,3.010898798
8088979,NM_016206,VGLL3,-1.278687809,5.701964197,-8.34759767,3.2407E-11,5.15308E-10,15.1275866
8064790,NM_014737,RASSF2,-1.278805297,7.030233552,-6.700445456,1.39658E-08,1.26021E-07,9.097914433
8004571,NM_001406,EFNB3,-1.279815227,6.244529415,-9.831998706,1.59496E-13,4.30717E-12,20.42677436
7928736,NM_001010848,NRG3,-1.280354224,6.193220234,-7.12053833,2.95499E-09,3.06901E-08,10.63855553
8130817,NR_027906,MLLT4-AS1,-1.282279622,6.700409497,-7.819440168,2.24202E-10,2.97777E-09,13.20181254
7965541,NM_018351,FGD6,-1.28588365,7.155967881,-10.61464793,1.0635E-14,3.77117E-13,23.12912125
8160332,NM_001286691,MLLT3,-1.286151215,6.711516123,-7.248695471,1.83993E-09,2.00144E-08,11.10904477
8130939,NM_005618,DLL1,-1.287124693,6.41849034,-11.5690345,4.33033E-16,2.21146E-14,26.3235357
8167673,NM_001098800,MAGED4,-1.287750141,7.950614527,-9.544043378,4.39604E-13,1.06609E-11,19.41518261
8172722,NM_001098800,MAGED4,-1.287750141,7.950614527,-9.544043378,4.39604E-13,1.06609E-11,19.41518261
7903632,NM_001408,CELSR2,-1.287837789,6.818498048,-9.671133222,2.80702E-13,7.16209E-12,19.86274104
7991186,NM_001007156,NTRK3,-1.288462924,6.00101837,-6.342244854,5.23472E-08,4.14902E-07,7.78967889
8152764,NM_001282971,MTSS1,-1.289631109,7.848917291,-14.06107345,1.75632E-19,2.30237E-17,34.10801958
8051573,NM_001270436,CDC42EP3,-1.291690598,7.329512584,-9.190777497,1.54325E-12,3.29184E-11,18.162496
7988921,NM_000259,MYO5A,-1.29205617,6.902993082,-7.543724014,6.18963E-10,7.44567E-09,12.19172932
7949021,NM_173587,RCOR2,-1.292909942,6.589006251,-10.62203805,1.03701E-14,3.68903E-13,23.15429295
7943530,NM_000829,GRIA4,-1.293728037,6.210954433,-5.140624993,4.07949E-06,2.19371E-05,3.500026918
8050160,NM_138799,MBOAT2,-1.293966835,7.708892472,-8.921485322,4.05296E-12,7.89651E-11,17.19960432
8007454,NM_005440,RND2,-1.293987698,6.820245337,-7.983269582,1.22832E-10,1.72353E-09,13.80068293
7919168,NM_001002810,PDE4DIP,-1.29442296,7.594964586,-14.50804336,4.7026E-20,7.63817E-18,35.41906432
7956301,NM_002332,LRP1,-1.298508691,8.605978643,-8.533953743,1.64508E-11,2.79186E-10,15.80312773
8028084,NM_001024807,APLP1,-1.298609317,6.977167038,-6.485016756,3.09339E-08,2.5763E-07,8.310228174
8052654,ENST00000466177,PELI1,-1.299477814,7.943698979,-10.28537493,3.29378E-14,1.0445E-12,22.00090568
8004948,NM_001173461,SHISA6,-1.301237171,5.980816564,-12.21757001,5.25414E-17,3.47807E-15,28.42756893
8023727,NM_032160,DSEL,-1.302627957,7.530227156,-10.12291294,5.78085E-14,1.71708E-12,21.43953106
8017210,NM_001272071,AP1S2,-1.302726715,7.310231589,-10.38592539,2.32901E-14,7.5954E-13,22.34680222
8087806,NM_001174100,PCBP4,-1.303792893,6.734578074,-9.622711459,3.32952E-13,8.34184E-12,19.69241959
8034263,NM_001420,ELAVL3,-1.304727584,5.703896362,-5.30142986,2.30259E-06,1.30346E-05,4.060644201
7962884,NM_014470,RND1,-1.306300048,5.275798955,-11.35427012,8.81086E-16,4.12044E-14,25.61476214
7896688,NA,NA,-1.307020232,7.699459904,-7.589173879,5.2345E-10,6.39373E-09,12.35838637
7902127,NM_032291,SGIP1,-1.307311483,5.934396545,-6.923042444,6.13371E-09,5.97875E-08,9.913770897
8097288,NM_001291285,FAT4,-1.30804712,8.829834369,-6.504482424,2.87909E-08,2.41535E-07,8.381301334
7908841,NM_002481,PPP1R12B,-1.309744227,7.404542621,-9.299190618,1.04829E-12,2.34103E-11,18.54823975
8075659,NM_005368,MB,-1.310395901,5.019777307,-8.414907825,2.53603E-11,4.13527E-10,15.37185952
8132493,ENST00000322220,HECW1-IT1,-1.310951655,4.748416982,-8.687178201,9.43992E-12,1.69263E-10,16.35669572
8081620,NM_001008272,TAGLN3,-1.310957496,6.527947447,-4.8308692,1.21053E-05,5.88766E-05,2.436824988
8160024,NM_000170,GLDC,-1.311160485,7.751503705,-5.780720391,4.08996E-07,2.69297E-06,5.759878625
7956488,NM_004984,KIF5A,-1.313698516,5.962688413,-5.086958892,4.93229E-06,2.60518E-05,3.314175792
7926223,NM_020397,CAMK1D,-1.315167713,7.105444812,-12.10826507,7.46866E-17,4.75495E-15,28.07679771
8162610,NM_001077181,CDC14B,-1.318647993,6.360141765,-10.85664358,4.6726E-15,1.82396E-13,23.94991114
7916541,NM_021080,DAB1,-1.319868122,5.866271193,-11.97607256,1.14514E-16,6.89508E-15,27.65048971
7979870,NM_001271507,CCDC177,-1.320182867,5.340319536,-7.853000238,1.9818E-10,2.66941E-09,13.32458224
8031076,NM_031896,CACNG7,-1.321910098,5.865513047,-8.779970996,6.74992E-12,1.25148E-10,16.69105244
7938834,NM_001111018,NAV2,-1.321928811,7.886026639,-12.40225587,2.91033E-17,2.04011E-15,29.01668793
8022856,NM_001198546,NOL4,-1.322361109,5.042204388,-5.611342528,7.55898E-07,4.71509E-06,5.155095448
8142497,NM_033427,CTTNBP2,-1.322818485,6.995485514,-6.355077119,4.99318E-08,3.97651E-07,7.83640826
8046078,NM_020981,B3GALT1,-1.323209027,4.955305436,-6.306202077,5.9772E-08,4.67739E-07,7.658492991
8108720,NM_019119,PCDHB9,-1.323308995,6.119923147,-8.476000043,2.03065E-11,3.38411E-10,15.59330255
7932132,NM_018027,FRMD4A,-1.323722475,7.257983766,-9.943743238,1.07883E-13,3.03907E-12,20.81691233
8049528,NM_001137550,LRRFIP1,-1.324115335,8.945841444,-7.794075975,2.46123E-10,3.23791E-09,13.10899598
7974920,NM_015180,SYNE2,-1.324738642,8.377943492,-9.555619124,4.21974E-13,1.03085E-11,19.45601759
8054517,NR_046110,LINC01123,-1.324905807,6.645918911,-7.387779418,1.10061E-09,1.25892E-08,11.619589
8128371,NM_032511,FAXC,-1.327336092,6.864434556,-6.990114594,4.7864E-09,4.76878E-08,10.15985309
8092095,NM_001161560,TNIK,-1.327707662,7.383242229,-9.766795664,2.00496E-13,5.29577E-12,20.19849407
7957966,NM_001254718,MYBPC1,-1.329389646,4.654186174,-4.152652204,0.00012061,0.000466593,0.205982436
8156415,NM_001282394,WNK2,-1.333732728,6.102931847,-12.83041119,7.52493E-18,6.35933E-16,30.36522136
7911114,NM_018012,KIF26B,-1.334717776,7.133379538,-9.275161417,1.14199E-12,2.52322E-11,18.46283928
8145611,NM_017412,FZD3,-1.334801166,7.934899087,-6.720796138,1.29542E-08,1.17691E-07,9.172434602
8114920,NM_001197294,DPYSL3,-1.335363791,8.185655964,-6.34631535,5.15686E-08,4.09218E-07,7.804500507
8086908,NM_001130082,PLXNB1,-1.336381817,7.101334694,-11.58065135,4.1678E-16,2.14159E-14,26.36170472
8144322,NM_003970,MYOM2,-1.336665043,5.670391062,-7.431484853,9.36584E-10,1.08358E-08,11.77997991
7982094,NR_003359,SNORD115-44,-1.337477292,4.338210547,-4.175161375,0.000111993,0.000436554,0.277482736
8072587,NM_000343,SLC5A1,-1.337516912,4.260775473,-7.31529945,1.4385E-09,1.60193E-08,11.35355089
7949679,NM_006946,SPTBN2,-1.337521867,6.561693302,-9.258777714,1.21068E-12,2.65911E-11,18.40457905
8138882,NM_022728,NEUROD6,-1.337522353,4.815828656,-8.838007502,5.47463E-12,1.03987E-10,16.89981798
8045974,NM_001178015,SLC4A10,-1.337663268,4.631788993,-6.777131289,1.05195E-08,9.75678E-08,9.37880371
8108729,NM_018931,PCDHB11,-1.338139337,5.645317315,-8.814179679,5.96592E-12,1.12103E-10,16.8141396
8082767,NM_001136469,TMEM108,-1.338311346,6.038142955,-10.93772749,3.5529E-15,1.43743E-13,24.22330864
8009334,NM_014405,CACNG4,-1.342542808,6.4477011,-7.175522608,2.4114E-09,2.55383E-08,10.8404096
7922108,NM_001267609,GPR161,-1.342918798,6.733358676,-12.79133428,8.50535E-18,7.08007E-16,30.24314092
8058604,NM_079420,MYL1,-1.345535295,3.900344825,-3.772022968,0.000411241,0.001380626,-0.971798668
7982068,NR_003346,SNORD115-31,-1.348344538,2.786206634,-5.848280872,3.19838E-07,2.15057E-06,6.002232827
8154962,NM_001135004,DNAJB5,-1.349274095,7.62828887,-12.35402471,3.39437E-17,2.32556E-15,28.86326963
7931832,NM_001354,AKR1C2,-1.349617436,6.804645451,-4.241443059,8.99458E-05,0.000358674,0.48914075
8168892,NM_080390,TCEAL2,-1.349998588,6.862729711,-7.250496853,1.82772E-09,1.98946E-08,11.11565799
8124654,NM_001470,GABBR1,-1.350078777,7.808164315,-7.608262654,4.8788E-10,5.9812E-09,12.42836641
7969438,NM_005358,LMO7,-1.350606157,6.353778812,-6.425840646,3.84747E-08,3.14688E-07,8.094306485
8059854,NM_001282431,ARL4C,-1.353074687,6.921168445,-6.600575494,2.01954E-08,1.75297E-07,8.732466348
8174513,NM_001143981,CHRDL1,-1.354573678,6.173296491,-11.26859523,1.17164E-15,5.32954E-14,25.3303646
8174527,NM_014289,CAPN6,-1.356992708,6.97123175,-4.465874801,4.23861E-05,0.000182767,1.217563282
8121803,NM_001010852,CLVS2,-1.359326558,4.276338545,-6.567131372,2.2849E-08,1.95529E-07,8.610191564
8110074,NM_015980,HMP19,-1.360548797,5.656845526,-4.726880388,1.73585E-05,8.14293E-05,2.085454053
8086341,NM_001198621,XIRP1,-1.361788362,5.432540084,-8.177071116,6.03988E-11,9.05493E-10,14.50745394
8111887,NM_001005473,PLCXD3,-1.362797466,4.990840286,-6.521607088,2.70285E-08,2.27609E-07,8.44384524
8063458,NM_018431,DOK5,-1.363551608,6.554750874,-5.362593759,1.85029E-06,1.06572E-05,4.275261512
8002249,NM_018667,SMPD3,-1.363689031,6.042683936,-8.373247601,2.95151E-11,4.73621E-10,15.22070713
8165217,NM_017617,NOTCH1,-1.363793522,7.101291584,-8.251421706,4.60289E-11,7.0643E-10,14.77805263
7953409,NM_002824,PTMS,-1.365299431,8.63775362,-11.25223124,1.23732E-15,5.59771E-14,25.27593785
8057771,NM_003151,STAT4,-1.365563834,5.219056991,-7.565545373,5.71101E-10,6.92497E-09,12.27175077
8099685,NM_018176,LGI2,-1.367022112,6.954160065,-7.95261218,1.37457E-10,1.91183E-09,13.6887063
8164008,NR_026677,MIR600HG,-1.36738132,6.275039448,-8.659791249,1.04237E-11,1.85306E-10,16.25788332
8155734,NM_004816,FAM189A2,-1.36775074,5.94395496,-7.173082791,2.43325E-09,2.57288E-08,10.83145249
8160040,NM_001040712,PTPRD,-1.37014927,8.596251823,-8.842134592,5.39377E-12,1.02509E-10,16.91465307
7896822,NM_198576,AGRN,-1.371173967,7.537154426,-9.80458817,1.75587E-13,4.6984E-12,20.33086471
8099259,NM_001134647,AFAP1,-1.373216712,7.423875604,-13.48725,9.88872E-19,1.07252E-16,32.38734644
8118890,NM_152753,SCUBE3,-1.375285259,7.23505214,-7.833530097,2.12883E-10,2.84103E-09,13.25336186
7996772,NM_001076785,SLC7A6,-1.377692636,6.84655988,-13.40677983,1.26425E-18,1.32187E-16,32.14263972
8109383,NM_000827,GRIA1,-1.378566403,6.178354703,-5.347846725,1.95058E-06,1.11922E-05,4.223449545
8024712,NM_033064,ATCAY,-1.382501612,6.18247201,-6.588962987,2.108E-08,1.81839E-07,8.690003544
8152946,NM_001204824,KCNQ3,-1.382652947,5.833346525,-11.6051216,3.84534E-16,2.00373E-14,26.44204868
8057480,NM_002500,NEUROD1,-1.38363169,4.674726206,-8.412771487,2.55583E-11,4.15941E-10,15.36411124
8141580,NM_016188,ACTL6B,-1.383723739,5.520598866,-6.863354851,7.64837E-09,7.29707E-08,9.69486296
8122734,NM_030949,PPP1R14C,-1.384469737,7.233692585,-9.520064169,4.78523E-13,1.143E-11,19.33054868
7952490,NM_022549,FEZ1,-1.386985097,6.411814185,-7.318837821,1.41982E-09,1.58324E-08,11.36653964
8148992,NM_033225,CSMD1,-1.389873909,5.702962251,-11.30715698,1.03047E-15,4.73916E-14,25.45848619
8098576,NM_001151,SLC25A4,-1.390015606,7.782270141,-8.325833221,3.50833E-11,5.53896E-10,15.04853867
7991374,NM_001289910,IDH2,-1.392838644,8.444998292,-9.78879639,1.85592E-13,4.93977E-12,20.2755719
8022045,NM_003803,MYOM1,-1.393936462,6.19121755,-5.609250803,7.61637E-07,4.7477E-06,5.14765361
8088602,NM_001033057,MAGI1,-1.394547412,7.460933246,-11.38479224,7.96196E-16,3.77111E-14,25.71585348
7938629,NM_000922,PDE3B,-1.399166853,5.85880051,-7.219742903,2.04775E-09,2.2036E-08,11.00275329
8004955,NM_001173461,SHISA6,-1.399429068,5.196655928,-10.26621883,3.51908E-14,1.10683E-12,21.93487311
7950391,NM_173582,PGM2L1,-1.400359238,6.73367364,-6.435475757,3.71325E-08,3.04382E-07,8.129447921
8154135,NM_004170,SLC1A1,-1.400625162,5.611543591,-6.618211059,1.89223E-08,1.65109E-07,8.796965976
7979963,NM_001280542,DPF3,-1.401603375,6.761330812,-9.909620777,1.21545E-13,3.38952E-12,20.69792613
8001394,NM_001080430,TOX3,-1.401884164,6.755352287,-5.399867588,1.61895E-06,9.42252E-06,4.406402034
7995739,NM_020988,GNAO1,-1.402425832,6.485724325,-5.594715632,8.02723E-07,4.97085E-06,5.095960136
8108733,NM_018932,PCDHB12,-1.403733499,5.745162592,-8.051377924,9.56884E-11,1.37274E-09,14.04928786
8157751,NM_004789,LHX2,-1.404172833,6.114690062,-7.190282749,2.28334E-09,2.42825E-08,10.89459756
8129330,NM_006073,TRDN,-1.40452394,3.297270476,-8.874064984,4.80748E-12,9.19441E-11,17.02938053
7944882,NM_022370,ROBO3,-1.40459398,5.922012674,-9.092027654,2.19715E-12,4.52994E-11,17.81016764
8116980,NM_001165032,RNF182,-1.406031147,5.764671492,-6.905442107,6.54616E-09,6.34415E-08,9.849211807
7933772,NM_001149,ANK3,-1.407625249,7.484211215,-7.865947482,1.88971E-10,2.55883E-09,13.37193384
8034643,NM_000068,CACNA1A,-1.407740137,5.273338334,-12.53159331,1.92934E-17,1.43395E-15,29.42659005
8178298,NM_021903,GABBR1,-1.407780183,7.838692366,-7.198980313,2.2111E-09,2.36198E-08,10.92652851
7931031,NM_001291876,TACC2,-1.410030187,6.307688048,-14.07972979,1.66151E-19,2.19537E-17,34.16325124
7972177,NM_006237,POU4F1,-1.412458436,5.898520168,-9.515698955,4.85974E-13,1.1583E-11,19.3151354
7943562,NM_001130037,ELMOD1,-1.413551776,5.471288275,-4.484502247,3.97938E-05,0.00017282,1.278794554
8007828,NM_001123066,MAPT,-1.413709729,5.940937571,-7.870895985,1.85565E-10,2.51677E-09,13.39003004
8023822,NM_182511,CBLN2,-1.417000537,5.851559739,-9.044894322,2.60155E-12,5.28194E-11,17.6416844
7909642,ENST00000271776,VASH2,-1.420836404,7.971403771,-10.97072014,3.17888E-15,1.30514E-13,24.33431796
8040587,ENST00000264719,EFR3B,-1.421102148,7.030966869,-9.579809502,3.874E-13,9.56917E-12,19.5413074
7906417,NM_001127173,CADM3,-1.421660716,5.792546595,-7.502792731,7.19854E-10,8.56341E-09,12.04160112
8179595,NM_001470,GABBR1,-1.422987853,7.870251359,-7.257165087,1.78322E-09,1.94739E-08,11.14013827
8170119,NM_001159699,FHL1,-1.422995078,6.888651818,-12.24715919,4.77825E-17,3.21799E-15,28.5222546
8075637,NM_004737,LARGE,-1.424608872,7.304084259,-10.23827007,3.87604E-14,1.19945E-12,21.83845457
8132055,NM_152793,MTURN,-1.42496157,7.156255713,-11.44425575,6.53806E-16,3.18271E-14,25.91245772
7982040,NR_003309,SNORD115-17,-1.425183766,2.994253312,-5.336332436,2.0326E-06,1.16251E-05,4.183024474
7982042,NR_003309,SNORD115-17,-1.425183766,2.994253312,-5.336332436,2.0326E-06,1.16251E-05,4.183024474
7982044,NR_003309,SNORD115-17,-1.425183766,2.994253312,-5.336332436,2.0326E-06,1.16251E-05,4.183024474
7902687,NM_001554,CYR61,-1.425999723,6.7391594,-4.638573007,2.35261E-05,0.000107205,1.789489393
7909064,NM_005076,CNTN2,-1.428351061,5.437708761,-9.089266769,2.21899E-12,4.56649E-11,17.80030414
7926766,NM_000818,GAD2,-1.430969985,4.942348437,-8.80827407,6.0944E-12,1.14324E-10,16.79289735
7952805,NR_024344,MIR4697HG,-1.431060821,5.913345531,-8.084672366,8.47004E-11,1.22941E-09,14.17073224
8108683,NM_018936,PCDHB2,-1.431090004,6.367859214,-8.455592309,2.18707E-11,3.61793E-10,15.51935857
8064952,NM_020341,PAK7,-1.431576872,5.26581463,-7.237784001,1.91565E-09,2.0777E-08,11.06898648
8145766,AF176921,NRG1,-1.432251141,6.542394623,-9.710261943,2.44578E-13,6.32276E-12,20.00019252
7920877,NM_001162383,ARHGEF2,-1.432820661,7.193660479,-15.49549204,2.78898E-21,6.27464E-19,38.22667881
7982187,NM_001130414,APBA2,-1.433039557,6.800912668,-7.482566636,7.75638E-10,9.1583E-09,11.96740299
8021047,NM_001130110,SETBP1,-1.433138179,7.690472886,-8.183489963,5.89977E-11,8.8658E-10,14.53082801
8121729,NM_002667,PLN,-1.434203715,4.098139694,-4.566589862,3.00982E-05,0.000134232,1.549963643
7928558,NM_020338,ZMIZ1,-1.434880567,7.689308402,-8.874379546,4.80203E-12,9.19408E-11,17.03051034
7972902,NM_138430,ADPRHL1,-1.435616363,5.716655303,-8.783513752,6.66413E-12,1.23895E-10,16.70380417
8108724,NM_018930,PCDHB10,-1.435836713,6.240683273,-7.742721479,2.97314E-10,3.84304E-09,12.9209991
8085716,NM_001131010,SATB1,-1.436902162,8.324705547,-8.592384004,1.33077E-11,2.31508E-10,16.01443215
8140668,NM_006080,SEMA3A,-1.438904634,7.989416542,-8.443987608,2.28137E-11,3.75867E-10,15.47729801
8113512,NM_022140,EPB41L4A,-1.44060674,6.578914443,-10.1771942,4.78871E-14,1.45351E-12,21.62743626
7950764,NM_001142699,DLG2,-1.440998593,5.729380736,-10.44220755,1.91932E-14,6.37799E-13,22.53989121
7932453,NM_001173484,NEBL,-1.441443023,6.700220164,-6.203878801,8.7067E-08,6.59479E-07,7.286628955
8058662,NA,NA,-1.442679565,4.294932418,-8.463361989,2.12614E-11,3.53087E-10,15.54751411
7977397,NM_001270837,CRIP2,-1.443447258,8.069865358,-10.63757164,9.83486E-15,3.52499E-13,23.2071807
7950933,NM_001143836,NOX4,-1.444775364,6.36481162,-6.124009412,1.16723E-07,8.58901E-07,6.997002426
8020141,NM_153000,APCDD1,-1.446041102,7.718472828,-8.515737548,1.75759E-11,2.96317E-10,15.73720063
8079163,ENST00000517171,RNU6-367P,-1.447799675,5.052267675,-5.206552611,3.22856E-06,1.77337E-05,3.729212605
8013015,NM_181716,CENPV,-1.450313044,7.044171326,-9.128241263,1.92996E-12,4.03836E-11,17.939479
8097038,NM_004784,NDST3,-1.450690804,5.095334727,-5.541709662,9.7202E-07,5.92121E-06,4.907735472
8108753,NM_018935,PCDHB15,-1.450849272,6.270606834,-8.211669455,5.32231E-11,8.06998E-10,14.63341482
8081686,NM_033254,BOC,-1.451109513,7.234612151,-7.290110208,1.57882E-09,1.74419E-08,11.26108295
7954653,NM_001080509,TSPAN11,-1.451354669,6.052535078,-12.01576545,1.00698E-16,6.11853E-15,27.77873532
